Time,Address,Injury level,Age,Sex,Safety equipment,Primary event,Severity
2007-10-12 11:55:00,"SHAWVILLE BV SW & 162 AV SW, Calgary, AB, Canada",MINOR INJURY,15,M,,Struck object,Injury
2007-10-12 07:00:00,"MCKNIGHT BV NE & 68 ST NE, Calgary, AB, Canada",MINOR INJURY,24,F,No helmet,Struck object,Injury
2007-10-09 17:06:00,"CAMBRIAN DR NW & 31 AV NW, Calgary, AB, Canada",UNKNOWN,0,,,Left turn across path,Property damage
2007-10-05 15:10:00,"2 ST SW & 5 AV SW, Calgary, AB, Canada",MINOR INJURY,31,M,No helmet,Struck object,Injury
2007-10-01 13:30:00,"RUNDLEHORN DR NE & 36 ST NE, Calgary, AB, Canada",NO INJURY,41,M,Helmet,Struck object,Property damage
2007-10-01 08:00:00,"BONAVENTURE DR SE & 109 AV SE, Calgary, AB, Canada",MAJOR INJURY,36,,Helmet,,Injury
2007-09-28 13:15:00,"10 ST NW & 13 AV NW, Calgary, AB, Canada",MINOR INJURY,24,M,Helmet,Right angle,Injury
2007-09-27 07:30:00,"120 CHRISTIE PARK VW SW, Calgary, AB, Canada",MINOR INJURY,23,F,,Struck object,Injury
2007-09-26 12:05:00,"MACLEOD TR S & 5 AV SW, Calgary, AB, Canada",MINOR INJURY,29,M,Helmet,Rear end,Injury
2007-09-25 13:30:00,"CENTRE ST N & 20 AV NE, Calgary, AB, Canada",MINOR INJURY,26,F,No helmet,,Injury
2007-09-24 17:30:00,"7 AV SW & 9 ST SW, Calgary, AB, Canada",NO INJURY,16,F,,Struck object,Property damage
2007-09-24 07:20:00,"SHAWINIGAN DR SW & SHAWNESSY BV SW, Calgary, AB, Canada",NO INJURY,49,M,No helmet,Struck object,Property damage
2007-09-21 16:30:00,"CANYON MEADOWS DR SE & DEER RIVER GA SE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2007-09-21 12:00:00,"17 AV SE & 44 ST SE, Calgary, AB, Canada",MAJOR INJURY,27,M,Helmet,Struck object,Injury
2007-09-20 18:00:00,"CASTLERIDGE DR NE & 54 ST NE, Calgary, AB, Canada",NO INJURY,13,M,No helmet,Struck object,Property damage
2007-09-19 23:20:00,"16 AV SW & 9 ST SW, Calgary, AB, Canada",NO INJURY,26,M,Helmet,Right angle,Property damage
2007-09-18 18:39:00,"COUNTRY HILLS BV NW & NOSE HILL DR NW, Calgary, AB, Canada",MAJOR INJURY,14,M,No helmet,Struck object,Injury
2007-09-18 07:40:00,"EDMONTON TR NE & MCKNIGHT BV NE, Calgary, AB, Canada",MINOR INJURY,12,F,Helmet,Struck object,Injury
2007-09-16 17:25:00,"82 MARTINDALE BV NE, Calgary, AB, Canada",NO INJURY,48,M,Helmet,Struck object,Property damage
2007-09-14 18:20:00,"SUNRIDGE BV NE & 29 ST NE, Calgary, AB, Canada",MINOR INJURY,20,M,Helmet,Passing-left turn,Injury
2007-09-14 03:25:00,"4100 ELBOW DR SW, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Struck object,Property damage
2007-09-13 12:49:00,"5920 1A ST SW, Calgary, AB, Canada",NO INJURY,23,F,,Struck object,Property damage
2007-09-13 11:15:00,"1100 11 AV SE, Calgary, AB, Canada",NO INJURY,31,M,No helmet,Struck object,Property damage
2007-09-12 17:15:00,"11 RADCLIFFE CL SE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2007-09-11 19:05:00,"OLD BANFF COACH RD SW & 85 ST SW, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Struck object,Injury
2007-09-11 07:45:00,"37 ST SW & 46 AV SW, Calgary, AB, Canada",MINOR INJURY,30,M,Helmet,Struck object,Injury
2007-09-11 07:00:00,"4000 1A ST SW, Calgary, AB, Canada",NO INJURY,0,U,,Struck object,Property damage
2007-09-11 06:30:00,"14 AV SW & 42 ST SW, Calgary, AB, Canada",MAJOR INJURY,41,M,Helmet,Struck object,Injury
2007-09-10 17:34:00,"BONAVENTURE DR SE & WILLOW PARK DR SE, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,,Injury
2007-09-10 12:05:00,"WOODPARK BV SW & WOODVIEW DR SW, Calgary, AB, Canada",MINOR INJURY,7,M,No helmet,Struck object,Injury
2007-09-05 18:00:00,"38 TUSCANY SPRINGS BA NW, Calgary, AB, Canada",UNKNOWN,0,,,Struck object,Property damage
2007-09-05 17:00:00,"3 ST SE & 6 AV SE, Calgary, AB, Canada",MINOR INJURY,0,M,No helmet,Struck object,Injury
2007-09-05 16:45:00,"OGDEN RD SE & 80 AV SE, Calgary, AB, Canada",MINOR INJURY,34,M,Helmet,Right angle,Injury
2007-09-05 07:15:00,"153 DOUGLAS GLEN PT SE, Calgary, AB, Canada",NO INJURY,13,M,No helmet,Struck object,Property damage
2007-09-04 13:40:00,"4820 NORTHLAND DR NW, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,Struck object,Injury
2007-09-03 18:15:00,"BEDDINGTON BV NE & BEDFORD DR NE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2007-09-03 16:50:00,"EDMONTON TR NE & MEMORIAL DR E, Calgary, AB, Canada",MAJOR INJURY,32,F,,Right angle,Injury
2007-09-01 19:15:00,"MARLBOROUGH WY NE & MARYVALE DR NE, Calgary, AB, Canada",MINOR INJURY,17,M,,Right angle,Injury
2007-09-01 16:23:00,"6060 MEMORIAL DR E, Calgary, AB, Canada",MINOR INJURY,11,M,No helmet,Struck object,Injury
2007-08-31 21:56:00,"MCKENZIE DR SE & MCKENZIE LAKE BV SE, Calgary, AB, Canada",NO INJURY,15,M,Helmet,Right angle,Property damage
2007-08-31 07:40:00,"DEERFOOT TR NE & MCKNIGHT BV NE, Calgary, AB, Canada",MINOR INJURY,43,M,No helmet,Rear end,Injury
2007-08-31 01:00:00,"10 AV SW & 19 ST SW, Calgary, AB, Canada",MINOR INJURY,40,M,Helmet,Struck object,Injury
2007-08-30 15:35:00,"FOSTER RD SE & FRANKLIN DR SE, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Struck object,Injury
2007-08-30 13:55:00,"RUNDLEHORN DR NE & 52 ST NE, Calgary, AB, Canada",NO INJURY,13,M,Helmet,Struck object,Property damage
2007-08-30 11:00:00,"1 ST SW & 12 AV SW, Calgary, AB, Canada",MAJOR INJURY,54,F,,Right angle,Injury
2007-08-29,"MEMORIAL DR E & 4 ST NE, Calgary, AB, Canada",NO INJURY,30,F,Helmet,Right angle,Property damage
2007-08-29 21:25:00,"ACADIA DR SE & MAPLECROFT RD SE, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Struck object,Injury
2007-08-29 20:15:00,"204 MT COPPER PA SE, Calgary, AB, Canada",MINOR INJURY,17,M,Helmet,Right angle,Injury
2007-08-28 18:00:00,"NORTHLAND DR NW & NORTHMOUNT DR NW, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Right angle,Injury
2007-08-28 06:50:00,"17 AV SE & 68 ST SE, Calgary, AB, Canada",MAJOR INJURY,29,M,,Right angle,Injury
2007-08-25 22:40:00,"16B ST SW & 25 AV SW, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Left turn across path,Injury
2007-08-25 17:00:00,"164 MIDLAKE BV SE, Calgary, AB, Canada",NO INJURY,0,F,,Struck object,Property damage
2007-08-21 18:30:00,"7337 SIERRA MORENA BV SW, Calgary, AB, Canada",NO INJURY,17,F,Helmet,Struck object,Property damage
2007-08-20 16:10:00,"SHEPARD RD SE & 85 AV SE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2007-08-20 15:00:00,"5014 4 ST NE, Calgary, AB, Canada",NO INJURY,49,M,,Struck object,Property damage
2007-08-19,"MIDLAKE BV SE & MIDRIDGE RD SE, Calgary, AB, Canada",UNKNOWN,0,M,,Struck object,Property damage
2007-08-16 14:45:00,"MARTINDALE BV NE & MARTINDALE DR NE, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2007-08-14 15:07:00,"4500 VARSITY DR NW, Calgary, AB, Canada",NO INJURY,25,M,No helmet,,Injury
2007-08-13 16:46:00,"FALCONRIDGE BV NE & FALWORTH WY NE, Calgary, AB, Canada",MINOR INJURY,11,M,Helmet,Struck object,Injury
2007-08-12,"4 AV SW & 7 ST SW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2007-08-09 16:15:00,"4 ST SW & 6 AV SW, Calgary, AB, Canada",NO INJURY,0,U,,Struck object,Property damage
2007-08-08 13:20:00,"SADDLECREEK GA NE & 80 AV NE, Calgary, AB, Canada",MINOR INJURY,35,M,,Struck object,Injury
2007-08-07 08:35:00,"MACLEOD TR S & 10 AV SW, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Right angle,Injury
2007-08-04 18:00:00,"200 RIVERFRONT AV SE, Calgary, AB, Canada",MINOR INJURY,44,M,,Right angle,Injury
2007-08-04 15:00:00,"343 WHITLOCK WY NE, Calgary, AB, Canada",MINOR INJURY,6,M,Helmet,Struck object,Injury
2007-08-04 02:44:00,"2000 SOUTHLAND DR SW, Calgary, AB, Canada",MAJOR INJURY,18,M,Helmet,Struck object,Injury
2007-08-03 16:45:00,"23 ST NE & 32 AV NE, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2007-08-03 10:10:00,"14 ST SW & 17 AV SW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Right angle,Property damage
2007-08-02 13:08:00,"1300 1 ST SW, Calgary, AB, Canada",NO INJURY,30,M,No helmet,Struck object,Property damage
2007-08-02 09:52:00,"4 AV SW & 5 ST SW, Calgary, AB, Canada",MINOR INJURY,34,F,No helmet,"Sideswipe, same direction",Injury
2007-08-01 19:20:00,"MEMORIAL DR E & 36 ST NE, Calgary, AB, Canada",MINOR INJURY,13,M,Helmet,Struck object,Injury
2007-07-30 23:02:00,"20 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,37,M,Helmet,Struck object,Injury
2007-07-30 13:45:00,"4 AV SW & 4 ST SW, Calgary, AB, Canada",NO INJURY,22,M,No helmet,Rear end,Property damage
2007-07-29 20:15:00,"MEMORIAL DR E & 36 ST SE, Calgary, AB, Canada",NO INJURY,5,M,No helmet,Struck object,Property damage
2007-07-27 17:37:00,"25 AV NE & 6 ST NE, Calgary, AB, Canada",MINOR INJURY,19,M,No helmet,Struck object,Injury
2007-07-27 14:30:00,"MARBANK DR NE & MARDALE DR NE, Calgary, AB, Canada",MINOR INJURY,16,M,No helmet,Struck object,Injury
2007-07-26 22:15:00,"1 ST SW & 6 AV SW, Calgary, AB, Canada",*,22,M,Helmet,Struck object,Injury
2007-07-26 18:30:00,"19 AV SE & 46 ST SE, Calgary, AB, Canada",MAJOR INJURY,38,M,Helmet,Struck object,Injury
2007-07-26 08:50:00,"MCKINNON CR NE & MCKINNON DR NE, Calgary, AB, Canada",NO INJURY,15,M,Helmet,Struck object,Property damage
2007-07-25 16:10:00,"ELBOW DR SW & HERITAGE DR SW, Calgary, AB, Canada",MAJOR INJURY,16,M,Helmet,Struck object,Injury
2007-07-24 20:30:00,"14 MARTINVALLEY WY NE, Calgary, AB, Canada",MINOR INJURY,13,M,,Right angle,Injury
2007-07-23 21:50:00,"16 ST SW & 49 AV SW, Calgary, AB, Canada",MINOR INJURY,22,M,No helmet,Struck object,Injury
2007-07-23 17:09:00,"RIVERDALE AV SW & 4A ST SW, Calgary, AB, Canada",MAJOR INJURY,37,M,No helmet,Struck object,Injury
2007-07-23 16:00:00,"BROOKMERE RD SW & BROOKPARK BV SW, Calgary, AB, Canada",NO INJURY,17,M,Helmet,Struck object,Property damage
2007-07-23 10:00:00,"6300 CENTER ST N, Calgary, AB, Canada",NO INJURY,45,M,,,Property damage
2007-07-23 07:05:00,"HILLCREST AV SW & 8 ST SW, Calgary, AB, Canada",MINOR INJURY,43,M,Helmet,Struck object,Injury
2007-07-22 14:40:00,"MEMORIAL DR W & 9 ST NW, Calgary, AB, Canada",MINOR INJURY,33,M,,Struck object,Injury
2007-07-22 14:30:00,"DALHOUSIE DR NW & DALTON DR NW, Calgary, AB, Canada",MINOR INJURY,41,F,Helmet,Struck object,Injury
2007-07-22 02:20:00,"HERITAGE DR SW & MACLEOD TR S, Calgary, AB, Canada",MAJOR INJURY,29,M,Helmet,,Injury
2007-07-20 06:00:00,"BLACKFOOT TR SE & 42 AV SE, Calgary, AB, Canada",MINOR INJURY,45,M,Helmet,Struck object,Injury
2007-07-19 18:02:00,"MACLEOD TR S & 45 AV SW, Calgary, AB, Canada",NO INJURY,25,M,Helmet,Struck object,Property damage
2007-07-19 14:40:00,"32 AV NE & 52 ST NE, Calgary, AB, Canada",MINOR INJURY,11,M,No helmet,Right angle,Injury
2007-07-18 17:10:00,"15 AV SW & 39 ST SW, Calgary, AB, Canada",NO INJURY,33,M,No helmet,Struck object,Property damage
2007-07-18 16:30:00,"1808 BOWNESS RD NW, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2007-07-18 08:20:00,"19 AV SW & 8 ST SW, Calgary, AB, Canada",MAJOR INJURY,32,M,No helmet,Right angle,Injury
2007-07-17 16:15:00,"10 AV SE & 12 ST SE, Calgary, AB, Canada",MINOR INJURY,19,M,,Struck object,Injury
2007-07-17 13:35:00,"EDGEMONT BV NW & EDGEPARK BV NW, Calgary, AB, Canada",MINOR INJURY,46,M,No helmet,Struck object,Injury
2007-07-15 13:50:00,"200 4915 130 AV SE, Calgary, AB, Canada",MINOR INJURY,17,F,Helmet,Struck object,Injury
2007-07-14 10:00:00,"LAKE ARROW RD SE & LAKE BONAVISTA DR SE, Calgary, AB, Canada",MINOR INJURY,16,F,No helmet,Struck object,Injury
2007-07-13 20:40:00,"10 AV SW & 4 ST SW, Calgary, AB, Canada",MINOR INJURY,0,M,Helmet,Right angle,Injury
2007-07-13 14:15:00,"26 AV SE & 36 ST SE, Calgary, AB, Canada",MAJOR INJURY,56,M,Helmet,Struck object,Injury
2007-07-11 17:15:00,"1 ST NE & 20 AV NE, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
2007-07-11 10:30:00,"26 AV NE & 68 ST NE, Calgary, AB, Canada",MINOR INJURY,62,M,No helmet,Struck object,Injury
2007-07-10 10:52:00,"215 14 AV SW, Calgary, AB, Canada",MINOR INJURY,45,M,Helmet,Struck object,Injury
2007-07-10 07:00:00,"BEDDINGTON BV NE & CENTRE ST N, Calgary, AB, Canada",NO INJURY,0,,No helmet,Rear end,Property damage
2007-07-09 20:30:00,"MARTINDALE BV NE & MARTINGLEN WY NE, Calgary, AB, Canada",NO INJURY,14,M,,Struck object,Property damage
2007-07-09 20:20:00,"17 AV SW & 5 ST SW, Calgary, AB, Canada",MAJOR INJURY,43,M,,Rear end,Injury
2007-07-09 17:50:00,"DALHOUSIE DR NW & DALTON DR NW, Calgary, AB, Canada",MINOR INJURY,18,M,Helmet,,Injury
2007-07-09 13:25:00,"1 ST SW & 4 AV SW, Calgary, AB, Canada",NO INJURY,17,M,No helmet,Right angle,Property damage
2007-07-08 15:30:00,"NORTHMOUNT DR NW & 4 ST NW, Calgary, AB, Canada",MINOR INJURY,32,M,,Left turn across path,Injury
2007-07-06 12:45:00,"14 AV SW & 9 ST SW, Calgary, AB, Canada",NO INJURY,0,U,Helmet,Struck object,Property damage
2007-07-06 07:00:00,"4 ST NW & 40 AV NW, Calgary, AB, Canada",NO INJURY,25,M,Helmet,Right angle,Injury
2007-07-06 07:00:00,"4 ST NW & 40 AV NW, Calgary, AB, Canada",MINOR INJURY,25,F,No helmet,Right angle,Injury
2007-07-05 20:45:00,"MACLEOD TR S & 49 AV SW, Calgary, AB, Canada",MINOR INJURY,25,M,Helmet,Right angle,Injury
2007-07-05 13:40:00,"CROWCHILD TR NW & KENSINGTON RD NW, Calgary, AB, Canada",NO INJURY,0,M,Helmet,Struck object,Property damage
2007-07-04 09:30:00,"32 WOODFIELD RD SW, Calgary, AB, Canada",NO INJURY,15,M,,Struck object,Property damage
2007-07-03 17:20:00,"BRISEBOIS DR NW & NORTHMOUNT DR NW, Calgary, AB, Canada",NO INJURY,54,M,,Struck object,Property damage
2007-07-03 17:00:00,"KENSINGTON RD NW & 10 ST NW, Calgary, AB, Canada",MINOR INJURY,25,F,Helmet,Struck object,Injury
2007-07-03 15:25:00,"700 3 ST SW, Calgary, AB, Canada",NO INJURY,33,M,No helmet,Rear end,Property damage
2007-07-02 23:28:00,"3869 30 AV SE, Calgary, AB, Canada",UNKNOWN,0,,Helmet,Struck object,Property damage
2007-07-02 20:15:00,"4500 16 AV NW, Calgary, AB, Canada",MINOR INJURY,15,M,,Struck object,Injury
2007-07-02 15:00:00,"14 ST SW & 15 AV SW, Calgary, AB, Canada",NO INJURY,19,M,No helmet,Struck object,Property damage
2007-06-29 19:10:00,"19 AV SE & 8 ST SE, Calgary, AB, Canada",MINOR INJURY,11,F,No helmet,Struck object,Injury
2007-06-29 17:00:00,"CROWCHILD TR SW & 26 AV SW, Calgary, AB, Canada",NO INJURY,23,M,Helmet,Struck object,Property damage
2007-06-29 12:00:00,"BOW TR SW & CROWCHILD TR SW, Calgary, AB, Canada",NO INJURY,0,U,,Struck object,Property damage
2007-06-28 15:30:00,"3 AV SW & 4 ST SW, Calgary, AB, Canada",MAJOR INJURY,24,F,Helmet,Struck object,Injury
2007-06-28 11:50:00,"222 16 AV NE, Calgary, AB, Canada",MAJOR INJURY,15,M,Helmet,Struck object,Injury
2007-06-27 18:30:00,"19 AV SW & 5 ST SW, Calgary, AB, Canada",NO INJURY,37,F,No helmet,Struck object,Property damage
2007-06-26 21:10:00,"MACLEOD TR S & 90 AV SW, Calgary, AB, Canada",MINOR INJURY,17,M,No helmet,Right angle,Injury
2007-06-26 03:25:00,"2 ST SW & 3 AV SW, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Rear end,Injury
2007-06-24 17:35:00,"15 AV SW & 5 ST SW, Calgary, AB, Canada",NO INJURY,38,M,,Struck object,Property damage
2007-06-23,"2700 11 AV SE, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,Right angle,Injury
2007-06-22 21:00:00,"20 TEMPLEGREEN DR NE, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,Struck object,Injury
2007-06-21 16:30:00,"16 ST SW & 90 AV SW, Calgary, AB, Canada",MINOR INJURY,15,M,No helmet,Struck object,Injury
2007-06-21 15:00:00,"1229 17A ST NE, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2007-06-20 16:15:00,"CITADEL MEADOW CL NW, Calgary, AB, Canada",MINOR INJURY,9,F,No helmet,Struck object,Injury
2007-06-18 15:15:00,"1818 16 AV NW, Calgary, AB, Canada",NO INJURY,17,F,,Struck object,Property damage
2007-06-18 07:10:00,"10 ST NE & 2 AV NE, Calgary, AB, Canada",MINOR INJURY,47,M,,Struck object,Injury
2007-06-17 15:39:00,"MORLEY TR NW & 24 ST NW, Calgary, AB, Canada",MINOR INJURY,42,M,,Struck object,Injury
2007-06-15 16:30:00,"COVENTRY HILLS WY NE & HARVEST HILLS BV NE, Calgary, AB, Canada",UNKNOWN,0,,,Right angle,Property damage
2007-06-14 16:35:00,"BOWNESS RD NW & 77 ST NW, Calgary, AB, Canada",MINOR INJURY,41,F,No helmet,Struck object,Injury
2007-06-12 07:15:00,"14 AV NW & 4 ST NW, Calgary, AB, Canada",NO INJURY,21,M,No helmet,Struck object,Property damage
2007-06-11 18:00:00,"BARLOW TR NE & MCKNIGHT BV NE, Calgary, AB, Canada",MINOR INJURY,33,M,No helmet,Struck object,Injury
2007-06-11 06:50:00,"2720 GLENMORE TR SE, Calgary, AB, Canada",MINOR INJURY,26,M,Helmet,Struck object,Injury
2007-06-11 06:38:00,"BOW TR SW & SARCEE TR SW, Calgary, AB, Canada",MINOR INJURY,32,F,No helmet,Struck object,Injury
2007-06-11 03:15:00,"SOUTHLAND DR SW & 19 ST SW, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Struck object,Injury
2007-06-10 18:14:00,"30 ST SE & 33 ST SE, Calgary, AB, Canada",MINOR INJURY,12,M,Helmet,Struck object,Injury
2007-06-10 17:49:00,"52 ST SE & 8 AV SE, Calgary, AB, Canada",NO INJURY,24,M,Helmet,Struck object,Property damage
2007-06-10 15:00:00,"406 MARLBOROUGH WY NE, Calgary, AB, Canada",NO INJURY,42,M,,Right angle,Property damage
2007-06-09 11:15:00,"BONAVENTURE DR SE & SOUTHLAND DR SE, Calgary, AB, Canada",NO INJURY,39,M,,Struck object,Property damage
2007-06-09 09:47:00,"3828 MACLEOD TR S, Calgary, AB, Canada",NO INJURY,24,F,Helmet,Struck object,Property damage
2007-06-07 17:20:00,"1800 10 AV SW, Calgary, AB, Canada",MINOR INJURY,58,F,No helmet,Struck object,Injury
2007-06-07 15:30:00,"CROWCHILD TR NW & 5 AV NW, Calgary, AB, Canada",MINOR INJURY,10,M,No helmet,Right angle,Injury
2007-06-07 12:38:00,"20 AV NE & 34 ST NE, Calgary, AB, Canada",NO INJURY,24,F,No helmet,Left turn across path,Property damage
2007-06-07 08:40:00,"20 AV NW & 5 ST NW, Calgary, AB, Canada",NO INJURY,17,F,No helmet,Struck object,Property damage
2007-06-06 10:30:00,"MACLEOD TR S & 9 AV SW, Calgary, AB, Canada",MINOR INJURY,22,M,Helmet,Passing-right turn,Injury
2007-06-05 17:40:00,"MACLEOD TR S & 45 AV SW, Calgary, AB, Canada",MINOR INJURY,32,M,Helmet,Struck object,Injury
2007-06-05 08:45:00,"36 AV NW & 73 ST NW, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Struck object,Injury
2007-06-03 10:20:00,"UNIVERSITY DR NW & 24 AV NW, Calgary, AB, Canada",MINOR INJURY,42,F,No helmet,Struck object,Injury
2007-06-02,"ACADIA DR SE & ANDERSON RD SE, Calgary, AB, Canada",DEATH,18,M,Helmet,Struck object,Fatal
2007-06-02 22:40:00,"1 AV NE & 8A ST NE, Calgary, AB, Canada",NO INJURY,39,M,,Struck object,Injury
2007-06-02 18:30:00,"160 DOVERGLEN CR SE, Calgary, AB, Canada",MINOR INJURY,12,M,No helmet,Struck object,Injury
2007-06-01 16:00:00,"777 210 AV SE, Calgary, AB, Canada",MINOR INJURY,40,F,No helmet,Struck object,Injury
2007-06-01 14:25:00,"SUN VALLEY BV SE & SUNMILLS DR SE, Calgary, AB, Canada",MINOR INJURY,14,M,Helmet,Struck object,Injury
2007-05-31 16:35:00,"26 AV NE & 36 ST NE, Calgary, AB, Canada",NO INJURY,29,M,Helmet,Struck object,Property damage
2007-05-31 15:30:00,"RICHMOND RD SW & SARCEE TR SW, Calgary, AB, Canada",NO INJURY,39,F,Helmet,Right angle,Injury
2007-05-30 12:04:00,"FALSHIRE DR NE & 68 ST NE, Calgary, AB, Canada",MINOR INJURY,13,M,Helmet,Struck object,Injury
2007-05-30 08:30:00,"NORTHLAND DR NW & NORTHMOUNT DR NW, Calgary, AB, Canada",MINOR INJURY,20,F,,Right angle,Injury
2007-05-30 08:03:00,"1 ST SW & 6 AV SW, Calgary, AB, Canada",NO INJURY,29,M,No helmet,"Sideswipe, same direction",Property damage
2007-05-29,"PENSDALE RD SE & 52 ST SE, Calgary, AB, Canada",NO INJURY,32,M,Helmet,Right angle,Property damage
2007-05-29 08:39:00,"1 ST SW & 4 AV SW, Calgary, AB, Canada",NO INJURY,43,M,No helmet,Struck object,Property damage
2007-05-28 16:30:00,"5 ST SW & 57 AV SW, Calgary, AB, Canada",MINOR INJURY,48,M,No helmet,Struck object,Injury
2007-05-27 16:50:00,"FALCONRIDGE DR NE & FALLSWATER RD NE, Calgary, AB, Canada",MINOR INJURY,7,M,Helmet,Struck object,Injury
2007-05-27 10:50:00,"PREMIER WY SW & 10 ST SW, Calgary, AB, Canada",MINOR INJURY,54,M,No helmet,Right angle,Injury
2007-05-26 21:56:00,"CASTLERIDGE BV NE & 64 AV NE, Calgary, AB, Canada",MINOR INJURY,34,M,Helmet,Struck object,Injury
2007-05-26 17:30:00,"HARVEST WOOD LI NE & HARVEST WOOD WY NE, Calgary, AB, Canada",NO INJURY,12,M,Helmet,Struck object,Property damage
2007-05-25 08:30:00,"1900 20 AV NW, Calgary, AB, Canada",MINOR INJURY,31,M,Helmet,Struck object,Injury
2007-05-24 07:30:00,"12 AV SW & 9 ST SW, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2007-05-23 09:40:00,"450 1 ST SW, Calgary, AB, Canada",MAJOR INJURY,36,M,,Struck object,Injury
2007-05-20 22:40:00,"200 CROWFOOT GA NW, Calgary, AB, Canada",MINOR INJURY,19,M,Helmet,Struck object,Injury
2007-05-19 17:00:00,"3800 MEMORIAL DR E, Calgary, AB, Canada",NO INJURY,0,U,,Struck object,Property damage
2007-05-18 09:50:00,"18A ST NW & 9 AV NW, Calgary, AB, Canada",MINOR INJURY,40,M,Helmet,Struck object,Injury
2007-05-17 12:25:00,"4500 17 AV SW, Calgary, AB, Canada",NO INJURY,52,M,No helmet,Struck object,Property damage
2007-05-17 10:15:00,"KENSINGTON RD NW & 10A ST NW, Calgary, AB, Canada",NO INJURY,0,M,,Right angle,Property damage
2007-05-15 19:10:00,"13 AV SW & 2 ST SW, Calgary, AB, Canada",MINOR INJURY,32,M,Helmet,Struck object,Injury
2007-05-15 17:30:00,"800 9 ST SE, Calgary, AB, Canada",MINOR INJURY,31,F,No helmet,Struck object,Injury
2007-05-15 06:40:00,"ELBOW DR SW & 69 AV SW, Calgary, AB, Canada",MINOR INJURY,34,M,,Left turn across path,Injury
2007-05-12 21:26:00,"506 8 AV SW, Calgary, AB, Canada",MINOR INJURY,33,M,Helmet,Right angle,Injury
2007-05-11 11:30:00,"11 AV SW & 4 ST SW, Calgary, AB, Canada",NO INJURY,0,M,,Struck object,Property damage
2007-05-09 23:00:00,"1 ST SE & 17 AV SE, Calgary, AB, Canada",MINOR INJURY,41,M,,Struck object,Injury
2007-05-09 17:20:00,"BAGOT AV SW & 14 ST SW, Calgary, AB, Canada",NO INJURY,18,M,Helmet,Struck object,Property damage
2007-05-09 07:35:00,"SUNCREST WY SE & SUNMILLS DR SE, Calgary, AB, Canada",MINOR INJURY,13,M,No helmet,"Sideswipe, same direction",Injury
2007-05-09 07:30:00,"SUNRIDGE BV NE & 26 ST NE, Calgary, AB, Canada",MINOR INJURY,36,M,Helmet,Left turn across path,Injury
2007-05-08 21:00:00,"4 ST SW & 8 AV SW, Calgary, AB, Canada",NO INJURY,26,M,Helmet,Struck object,Property damage
2007-05-08 17:00:00,"4627 MARYVALE RD NE, Calgary, AB, Canada",NO INJURY,9,M,No helmet,Right angle,Property damage
2007-05-08 15:00:00,"3924 EDISON CR SW, Calgary, AB, Canada",NO INJURY,8,M,,Struck object,Injury
2007-05-08 13:40:00,"5 ST SW & 8 AV SW, Calgary, AB, Canada",NO INJURY,30,M,No helmet,Struck object,Property damage
